Id, name, class, variant, type, subtype, pv, size, move, armor, structure, damageS, damageSMin, damageM, damageMMin, damageL, damageLMin, damageE, damageEMin, overheat, abilities, imagelink, rulesLevel, tonnage, intro, role, technology, threshold
7054,"=hyperlink(""http://masterunitlist.info/Unit/Details/7054"", ""Mechanized Hover Platoon (FedCom) (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon_(FedCom)"", ""Mechanized Hover Platoon (FedCom)"")",(LRM),Infantry,CI,11,1,8h,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3057,Ambusher,Inner Sphere,0
7055,"=hyperlink(""http://masterunitlist.info/Unit/Details/7055"", ""Mechanized Hover Platoon (FedCom) (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon_(FedCom)"", ""Mechanized Hover Platoon (FedCom)"")",(MG),Infantry,CI,7,1,8h,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3030,Ambusher,Inner Sphere,0
7056,"=hyperlink(""http://masterunitlist.info/Unit/Details/7056"", ""Mechanized Hover Platoon (FedCom) (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon_(FedCom)"", ""Mechanized Hover Platoon (FedCom)"")",(Rifle, Ballistic),Infantry,CI,7,1,10h,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3030,Scout,Inner Sphere,0
7053,"=hyperlink(""http://masterunitlist.info/Unit/Details/7053"", ""Mechanized Hover Platoon (FedCom) (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon_(FedCom)"", ""Mechanized Hover Platoon (FedCom)"")",(Rifle, Energy),Infantry,CI,12,1,10h,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3030,Striker,Inner Sphere,0
7057,"=hyperlink(""http://masterunitlist.info/Unit/Details/7057"", ""Mechanized Hover Platoon (FedCom) (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon_(FedCom)"", ""Mechanized Hover Platoon (FedCom)"")",(SRM),Infantry,CI,11,1,8h,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3030,Ambusher,Inner Sphere,0
2132,"=hyperlink(""http://masterunitlist.info/Unit/Details/2132"", ""Mechanized Hover Platoon (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon"", ""Mechanized Hover Platoon"")",(Flamer),Infantry,CI,6,1,8h,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2025,Ambusher,Inner Sphere,0
2134,"=hyperlink(""http://masterunitlist.info/Unit/Details/2134"", ""Mechanized Hover Platoon (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon"", ""Mechanized Hover Platoon"")",(LRM),Infantry,CI,5,1,8h,0,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3057,Ambusher,Inner Sphere,0
2135,"=hyperlink(""http://masterunitlist.info/Unit/Details/2135"", ""Mechanized Hover Platoon (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon"", ""Mechanized Hover Platoon"")",(MG),Infantry,CI,5,1,8h,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,0,Ambusher,Inner Sphere,0
2136,"=hyperlink(""http://masterunitlist.info/Unit/Details/2136"", ""Mechanized Hover Platoon (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon"", ""Mechanized Hover Platoon"")",(Rifle, Ballistic),Infantry,CI,5,1,10h,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,0,Scout,Inner Sphere,0
2133,"=hyperlink(""http://masterunitlist.info/Unit/Details/2133"", ""Mechanized Hover Platoon (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon"", ""Mechanized Hover Platoon"")",(Rifle, Energy),Infantry,CI,8,1,10h,1,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2405,Striker,Inner Sphere,0
2137,"=hyperlink(""http://masterunitlist.info/Unit/Details/2137"", ""Mechanized Hover Platoon (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon"", ""Mechanized Hover Platoon"")",(SRM),Infantry,CI,9,1,8h,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2370,Ambusher,Inner Sphere,0
7234,"=hyperlink(""http://masterunitlist.info/Unit/Details/7234"", ""Mechanized Hover Platoon, Marian (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian"", ""Mechanized Hover Platoon, Marian"")",(Flamer),Infantry,CI,6,1,8h,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7236,"=hyperlink(""http://masterunitlist.info/Unit/Details/7236"", ""Mechanized Hover Platoon, Marian (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian"", ""Mechanized Hover Platoon, Marian"")",(MG),Infantry,CI,5,1,8h,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7232,"=hyperlink(""http://masterunitlist.info/Unit/Details/7232"", ""Mechanized Hover Platoon, Marian (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian"", ""Mechanized Hover Platoon, Marian"")",(Rifle, Ballistic),Infantry,CI,5,1,10h,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Scout,Inner Sphere,0
7233,"=hyperlink(""http://masterunitlist.info/Unit/Details/7233"", ""Mechanized Hover Platoon, Marian (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian"", ""Mechanized Hover Platoon, Marian"")",(Rifle, Energy),Infantry,CI,8,1,10h,1,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Striker,Inner Sphere,0
7237,"=hyperlink(""http://masterunitlist.info/Unit/Details/7237"", ""Mechanized Hover Platoon, Marian (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian"", ""Mechanized Hover Platoon, Marian"")",(SRM),Infantry,CI,9,1,8h,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7239,"=hyperlink(""http://masterunitlist.info/Unit/Details/7239"", ""Mechanized Hover Platoon, Marian 3049+ (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian_3049+"", ""Mechanized Hover Platoon, Marian 3049+"")",(Flamer),Infantry,CI,7,1,8h,2,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7242,"=hyperlink(""http://masterunitlist.info/Unit/Details/7242"", ""Mechanized Hover Platoon, Marian 3049+ (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian_3049+"", ""Mechanized Hover Platoon, Marian 3049+"")",(LRM),Infantry,CI,11,1,8h,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3057,Ambusher,Inner Sphere,0
7241,"=hyperlink(""http://masterunitlist.info/Unit/Details/7241"", ""Mechanized Hover Platoon, Marian 3049+ (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian_3049+"", ""Mechanized Hover Platoon, Marian 3049+"")",(MG),Infantry,CI,7,1,8h,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7238,"=hyperlink(""http://masterunitlist.info/Unit/Details/7238"", ""Mechanized Hover Platoon, Marian 3049+ (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian_3049+"", ""Mechanized Hover Platoon, Marian 3049+"")",(Rifle, Ballistic),Infantry,CI,7,1,10h,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Scout,Inner Sphere,0
7240,"=hyperlink(""http://masterunitlist.info/Unit/Details/7240"", ""Mechanized Hover Platoon, Marian 3049+ (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian_3049+"", ""Mechanized Hover Platoon, Marian 3049+"")",(Rifle, Energy),Infantry,CI,10,1,10h,2,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Striker,Inner Sphere,0
7243,"=hyperlink(""http://masterunitlist.info/Unit/Details/7243"", ""Mechanized Hover Platoon, Marian 3049+ (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Marian_3049+"", ""Mechanized Hover Platoon, Marian 3049+"")",(SRM),Infantry,CI,11,1,8h,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
9290,"=hyperlink(""http://masterunitlist.info/Unit/Details/9290"", ""Mechanized Hover Platoon, Taurian (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Taurian"", ""Mechanized Hover Platoon, Taurian"")",(Flamer),Infantry,CI,6,1,8h,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
9294,"=hyperlink(""http://masterunitlist.info/Unit/Details/9294"", ""Mechanized Hover Platoon, Taurian (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Taurian"", ""Mechanized Hover Platoon, Taurian"")",(LRM),Infantry,CI,9,1,8h,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3057,Ambusher,Inner Sphere,0
9292,"=hyperlink(""http://masterunitlist.info/Unit/Details/9292"", ""Mechanized Hover Platoon, Taurian (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Taurian"", ""Mechanized Hover Platoon, Taurian"")",(MG),Infantry,CI,5,1,8h,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
9289,"=hyperlink(""http://masterunitlist.info/Unit/Details/9289"", ""Mechanized Hover Platoon, Taurian (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Taurian"", ""Mechanized Hover Platoon, Taurian"")",(Rifle, Ballistic),Infantry,CI,5,1,10h,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Scout,Inner Sphere,0
9291,"=hyperlink(""http://masterunitlist.info/Unit/Details/9291"", ""Mechanized Hover Platoon, Taurian (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Taurian"", ""Mechanized Hover Platoon, Taurian"")",(Rifle, Energy),Infantry,CI,8,1,10h,1,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2405,Striker,Inner Sphere,0
9293,"=hyperlink(""http://masterunitlist.info/Unit/Details/9293"", ""Mechanized Hover Platoon, Taurian (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Hover_Platoon,_Taurian"", ""Mechanized Hover Platoon, Taurian"")",(SRM),Infantry,CI,9,1,8h,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2370,Ambusher,Inner Sphere,0
7270,"=hyperlink(""http://masterunitlist.info/Unit/Details/7270"", ""Mechanized Tracked Platoon, Marian (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian"", ""Mechanized Tracked Platoon, Marian"")",(Flamer),Infantry,CI,5,1,6t,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7273,"=hyperlink(""http://masterunitlist.info/Unit/Details/7273"", ""Mechanized Tracked Platoon, Marian (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian"", ""Mechanized Tracked Platoon, Marian"")",(MG),Infantry,CI,5,1,6t,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7268,"=hyperlink(""http://masterunitlist.info/Unit/Details/7268"", ""Mechanized Tracked Platoon, Marian (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian"", ""Mechanized Tracked Platoon, Marian"")",(Rifle, Ballistic),Infantry,CI,5,1,6t,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7269,"=hyperlink(""http://masterunitlist.info/Unit/Details/7269"", ""Mechanized Tracked Platoon, Marian (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian"", ""Mechanized Tracked Platoon, Marian"")",(Rifle, Energy),Infantry,CI,7,1,6t,1,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7272,"=hyperlink(""http://masterunitlist.info/Unit/Details/7272"", ""Mechanized Tracked Platoon, Marian (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian"", ""Mechanized Tracked Platoon, Marian"")",(SRM),Infantry,CI,8,1,6t,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7275,"=hyperlink(""http://masterunitlist.info/Unit/Details/7275"", ""Mechanized Tracked Platoon, Marian 3049+ (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian_3049+"", ""Mechanized Tracked Platoon, Marian 3049+"")",(Flamer),Infantry,CI,7,1,6t,2,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7277,"=hyperlink(""http://masterunitlist.info/Unit/Details/7277"", ""Mechanized Tracked Platoon, Marian 3049+ (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian_3049+"", ""Mechanized Tracked Platoon, Marian 3049+"")",(LRM),Infantry,CI,10,1,6t,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3057,Ambusher,Inner Sphere,0
7279,"=hyperlink(""http://masterunitlist.info/Unit/Details/7279"", ""Mechanized Tracked Platoon, Marian 3049+ (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian_3049+"", ""Mechanized Tracked Platoon, Marian 3049+"")",(MG),Infantry,CI,6,1,6t,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7274,"=hyperlink(""http://masterunitlist.info/Unit/Details/7274"", ""Mechanized Tracked Platoon, Marian 3049+ (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian_3049+"", ""Mechanized Tracked Platoon, Marian 3049+"")",(Rifle, Ballistic),Infantry,CI,6,1,6t,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7276,"=hyperlink(""http://masterunitlist.info/Unit/Details/7276"", ""Mechanized Tracked Platoon, Marian 3049+ (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian_3049+"", ""Mechanized Tracked Platoon, Marian 3049+"")",(Rifle, Energy),Infantry,CI,9,1,6t,2,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7278,"=hyperlink(""http://masterunitlist.info/Unit/Details/7278"", ""Mechanized Tracked Platoon, Marian 3049+ (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Marian_3049+"", ""Mechanized Tracked Platoon, Marian 3049+"")",(SRM),Infantry,CI,10,1,6t,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
9296,"=hyperlink(""http://masterunitlist.info/Unit/Details/9296"", ""Mechanized Tracked Platoon, Taurian (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Taurian"", ""Mechanized Tracked Platoon, Taurian"")",(Flamer),Infantry,CI,5,1,6t,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
9300,"=hyperlink(""http://masterunitlist.info/Unit/Details/9300"", ""Mechanized Tracked Platoon, Taurian (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Taurian"", ""Mechanized Tracked Platoon, Taurian"")",(LRM),Infantry,CI,8,1,6t,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3057,Ambusher,Inner Sphere,0
9298,"=hyperlink(""http://masterunitlist.info/Unit/Details/9298"", ""Mechanized Tracked Platoon, Taurian (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Taurian"", ""Mechanized Tracked Platoon, Taurian"")",(MG),Infantry,CI,5,1,6t,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
9295,"=hyperlink(""http://masterunitlist.info/Unit/Details/9295"", ""Mechanized Tracked Platoon, Taurian (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Taurian"", ""Mechanized Tracked Platoon, Taurian"")",(Rifle, Ballistic),Infantry,CI,5,1,6t,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
9297,"=hyperlink(""http://masterunitlist.info/Unit/Details/9297"", ""Mechanized Tracked Platoon, Taurian (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Taurian"", ""Mechanized Tracked Platoon, Taurian"")",(Rifle, Energy),Infantry,CI,7,1,6t,1,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2405,Ambusher,Inner Sphere,0
9299,"=hyperlink(""http://masterunitlist.info/Unit/Details/9299"", ""Mechanized Tracked Platoon, Taurian (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Tracked_Platoon,_Taurian"", ""Mechanized Tracked Platoon, Taurian"")",(SRM),Infantry,CI,8,1,6t,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2370,Ambusher,Inner Sphere,0
7282,"=hyperlink(""http://masterunitlist.info/Unit/Details/7282"", ""Mechanized Wheeled Platoon, Marian (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian"", ""Mechanized Wheeled Platoon, Marian"")",(Flamer),Infantry,CI,5,1,6w,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7285,"=hyperlink(""http://masterunitlist.info/Unit/Details/7285"", ""Mechanized Wheeled Platoon, Marian (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian"", ""Mechanized Wheeled Platoon, Marian"")",(MG),Infantry,CI,5,1,6w,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7280,"=hyperlink(""http://masterunitlist.info/Unit/Details/7280"", ""Mechanized Wheeled Platoon, Marian (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian"", ""Mechanized Wheeled Platoon, Marian"")",(Rifle, Ballistic),Infantry,CI,5,1,8w,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7281,"=hyperlink(""http://masterunitlist.info/Unit/Details/7281"", ""Mechanized Wheeled Platoon, Marian (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian"", ""Mechanized Wheeled Platoon, Marian"")",(Rifle, Energy),Infantry,CI,7,1,8w,1,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7284,"=hyperlink(""http://masterunitlist.info/Unit/Details/7284"", ""Mechanized Wheeled Platoon, Marian (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian"", ""Mechanized Wheeled Platoon, Marian"")",(SRM),Infantry,CI,9,1,8w,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3010,Ambusher,Inner Sphere,0
7288,"=hyperlink(""http://masterunitlist.info/Unit/Details/7288"", ""Mechanized Wheeled Platoon, Marian 3049+ (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian_3049+"", ""Mechanized Wheeled Platoon, Marian 3049+"")",(Flamer),Infantry,CI,7,1,6w,2,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7289,"=hyperlink(""http://masterunitlist.info/Unit/Details/7289"", ""Mechanized Wheeled Platoon, Marian 3049+ (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian_3049+"", ""Mechanized Wheeled Platoon, Marian 3049+"")",(LRM),Infantry,CI,10,1,6w,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3057,Ambusher,Inner Sphere,0
7291,"=hyperlink(""http://masterunitlist.info/Unit/Details/7291"", ""Mechanized Wheeled Platoon, Marian 3049+ (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian_3049+"", ""Mechanized Wheeled Platoon, Marian 3049+"")",(MG),Infantry,CI,6,1,6w,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7286,"=hyperlink(""http://masterunitlist.info/Unit/Details/7286"", ""Mechanized Wheeled Platoon, Marian 3049+ (Rifle, Ballistic)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian_3049+"", ""Mechanized Wheeled Platoon, Marian 3049+"")",(Rifle, Ballistic),Infantry,CI,7,1,8w,2,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7287,"=hyperlink(""http://masterunitlist.info/Unit/Details/7287"", ""Mechanized Wheeled Platoon, Marian 3049+ (Rifle, Energy)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian_3049+"", ""Mechanized Wheeled Platoon, Marian 3049+"")",(Rifle, Energy),Infantry,CI,9,1,8w,2,1,0,1,0,1,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
7290,"=hyperlink(""http://masterunitlist.info/Unit/Details/7290"", ""Mechanized Wheeled Platoon, Marian 3049+ (SRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Marian_3049+"", ""Mechanized Wheeled Platoon, Marian 3049+"")",(SRM),Infantry,CI,10,1,6w,2,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Advanced,20,3049,Ambusher,Inner Sphere,0
9302,"=hyperlink(""http://masterunitlist.info/Unit/Details/9302"", ""Mechanized Wheeled Platoon, Taurian (Flamer)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Taurian"", ""Mechanized Wheeled Platoon, Taurian"")",(Flamer),Infantry,CI,5,1,6w,1,1,1,0,0,0,0,0,0,0,0,"CAR20, HT1/-/-",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
9306,"=hyperlink(""http://masterunitlist.info/Unit/Details/9306"", ""Mechanized Wheeled Platoon, Taurian (LRM)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Taurian"", ""Mechanized Wheeled Platoon, Taurian"")",(LRM),Infantry,CI,9,1,8w,1,1,1,0,1,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,3057,Ambusher,Inner Sphere,0
9304,"=hyperlink(""http://masterunitlist.info/Unit/Details/9304"", ""Mechanized Wheeled Platoon, Taurian (MG)"")","=hyperlink(""https://www.sarna.net/wiki/Mechanized_Wheeled_Platoon,_Taurian"", ""Mechanized Wheeled Platoon, Taurian"")",(MG),Infantry,CI,5,1,6w,1,1,1,0,0,0,0,0,0,0,0,"CAR20",https://i.ibb.co/5TGJ8px/mul-blank.png,Standard,20,2335,Ambusher,Inner Sphere,0
